logPrice,logBedroom,bathrooms,floors,waterfront,view,condition,condition_1,condition_2,condition_3,condition_4,condition_5,grade,gradeSquare,gradeCube,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,basement,renovated,yr_built,sqft_living15,logSqftLot15
13.485616637,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2005,2630,8.7038387197
13.190022026,1.0986122887,1,1.5,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1929,1570,8.5330665406
13.453104939,1.0986122887,2.5,1.5,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,1,1930,1590,8.0907087161
13.217673557,1.3862943611,1,1,0,0,1,1,0,0,0,0,5,25,125,0,1,0,0,0,0,0,0,0,0,1,0,1933,2160,9.347228624
13.369223455,1.3862943611,2,2,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1904,1730,8.4553177877
12.388394202,1.3862943611,1,1,0,0,2,0,1,0,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1969,1290,8.9618790127
13.312983737,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1996,2620,9.3829482366
13.345506929,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2000,2470,8.6427680143
13.666998949,1.6094379124,2.75,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2014,3625,8.6374620238
13.098070685,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2003,3050,9.1304309887
12.257193425,1.0986122887,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1966,1228,9.0870421556
13.573438997,1.3862943611,2.5,2,0,0,4,0,0,0,1,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1981,2680,9.5240556215
12.751299696,1.6094379124,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1966,1990,9.1196495067
13.304684934,1.0986122887,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1950,1410,8.3138522674
13.693342924,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1995,1950,8.5171931914
12.586219946,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2008,2250,8.4118326758
12.614865544,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2003,2690,8.465899897
12.971540488,1.3862943611,3,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1991,2270,9.0527504514
12.574181967,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1954,1290,9.0768089794
13.21585372,1.0986122887,1.75,3,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2014,1580,8.0359263699
13.79019275,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,1989,2750,9.3100952051
12.567237495,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2005,2221,8.4244197913
12.691580461,1.0986122887,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1972,1640,8.464846711
13.255144489,1.3862943611,2,1.5,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1916,1510,8.9627760461
12.79385931,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2005,2420,8.5171931914
13.487006491,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,2002,3350,10.59036512
12.873902018,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2003,2350,8.587278799
12.779873068,0.6931471806,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1948,1720,8.8128434335
12.78268601,1.0986122887,1.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1964,1850,9.0821660333
13.753635154,1.0986122887,1.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1925,2020,8.4763711969
12.628067056,1.6094379124,2.25,1.5,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1961,1590,9.0076120054
13.041153322,1.0986122887,3.25,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,2006,1900,8.9023195285
12.721885811,0.6931471806,1.75,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,2006,1030,7.0085051821
12.402872222,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1988,1980,8.9239907448
13.910820738,1.6094379124,2.75,2,0,0,4,0,0,0,1,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,2001,2520,8.7403367427
11.9381932,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1962,1350,9.2591305361
12.971540488,1.0986122887,1.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1939,1570,8.4118326758
13.458835614,1.0986122887,1.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1939,1570,8.4118326758
13.715690223,1.3862943611,2.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,1,1946,1950,8.706986763
12.419165861,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1967,1750,9.6560513087
13.653967623,1.0986122887,2.5,1.5,0,0,5,0,0,0,0,1,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1910,2200,8.4118326758
12.577636202,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1954,1640,9.6097874078
12.834681305,1.0986122887,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1978,2250,9.007244516
13.038981768,1.0986122887,1,1.5,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1939,1240,8.2952988595
13.429848077,1.3862943611,2.5,2,0,0,4,0,0,0,1,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,1991,2990,10.463131911
13.300927885,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1984,1940,9.1732613637
13.25339164,1.0986122887,1.75,1,0,0,5,0,0,0,0,1,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1905,1380,8.1707514238
12.706696407,1.0986122887,1.75,1,0,2,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1971,2090,8.6125033712
13.158695307,1.0986122887,3.5,3,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2010,1620,8.0602242404
12.886641044,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1953,1710,8.6995147482
13.005829561,1.3862943611,1.75,1.5,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1924,1850,8.3893598199
12.46843691,1.3862943611,2.25,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1978,2090,9.0359869848
13.620103762,1.6094379124,3.5,2,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1926,1700,8.5091610197
12.971540488,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2004,1970,8.2289776434
13.400752403,1.3862943611,2.25,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1986,2060,9.1894231237
13.024190303,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,2014,1690,7.4157769754
13.42246797,1.3862943611,3.5,3,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2005,1540,7.7341213033
12.201060104,1.0986122887,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1956,1550,9.8660452571
13.021437459,1.3862943611,2.25,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1968,1550,9.2530166463
13.161487932,1.0986122887,2.25,3,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2014,1350,7.1777824162
13.40754232,0.6931471806,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1925,1170,8.1886891244
13.176283219,1.6094379124,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1968,2820,9.1458018508
12.94800999,1.0986122887,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1923,1560,8.9796685542
13.122363377,1.3862943611,2.25,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1961,2230,9.0852305609
13.235692063,1.0986122887,1,1.5,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1947,1420,8.5171931914
12.553025483,1.0986122887,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1954,1680,9.0633473482
13.384727642,1.6094379124,3.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1996,2640,9.5233246273
12.676076275,1.3862943611,2.75,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1967,1980,8.9714484637
12.676076275,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1968,1730,9.3218817467
12.449018824,1.6094379124,2.25,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1962,1010,9.3656332564
12.94800999,1.0986122887,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1975,2110,10.507530258
12.556729517,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1954,1070,8.9771464848
12.65395847,1.0986122887,1.5,1.5,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1955,1480,8.9796685542
13.729407859,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,1984,3740,10.469653271
12.959844448,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,2008,1590,7.4927603009
12.899094818,1.6094379124,2.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1986,1280,7.6732231211
12.505992036,1.0986122887,1.5,1,0,2,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1975,1950,9.0984027187
12.46843691,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1988,1670,8.7295588696
13.286181463,1.3862943611,3,2,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1961,2290,9.1695183775
13.635187004,1.3862943611,2.75,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1993,2260,9.2087390906
13.910820738,1.6094379124,3,1,0,2,4,0,0,0,1,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,1986,2540,9.2369823029
13.329377547,1.3862943611,1,1.5,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1901,1330,8.3893598199
13.279688442,1.0986122887,2.25,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1975,2230,9.1420615312
12.628067056,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1977,1540,9.0359869848
13.591116225,1.0986122887,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1959,2680,9.2186061164
12.899219826,1.0986122887,2.5,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1962,1900,8.9641840464
12.345834588,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1948,1570,9.2328843364
12.955127458,1.3862943611,2,1.5,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1920,1500,8.7764757893
13.049792685,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2007,1750,7.7769544033
12.994530006,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1997,2330,11.11643992
12.25486281,1.0986122887,1,1,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1943,1300,9.160519677
12.601487418,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1994,2030,9.2543572574
12.330500224,1.0986122887,1.5,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1976,1430,8.9226582995
12.521795378,1.0986122887,1,1,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1962,1400,8.9921843622
13.426755063,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2010,2750,8.4309814946
13.292106152,1.3862943611,2.5,1,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1983,2520,9.4228677708
13.049792685,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2005,2590,9.8193447844
13.07527177,1.3862943611,2.75,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1978,2130,9.0710783046
14.227620209,1.6094379124,3,1,0,3,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,1,1957,3836,9.9500371132
13.883169206,0.6931471806,2.25,1,0,3,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1947,2580,8.553332238
12.542366295,1.0986122887,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1961,1900,9.222762892
13.174955828,1.3862943611,2.25,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1987,1910,9.2158253022
12.691580461,1.0986122887,2.25,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1966,2080,9.1677459743
13.081437211,0.6931471806,2,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2005,1640,8.7010136243
13.122363377,1.3862943611,2.75,1,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1960,2280,9.6386752942
12.269047445,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1961,1150,9.5252970866
13.071070083,1.0986122887,1.5,1.5,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1947,2090,8.4763711969
12.938440539,1.0986122887,2,1,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1976,2070,11.291031133
12.923912439,1.3862943611,1,1.5,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,1,1904,1510,8.4637924147
13.592367007,1.0986122887,3.5,2,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,1993,2920,11.908602829
13.064734265,1.7917594692,2.5,1,0,2,4,0,0,0,1,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1965,2600,9.5459550982
12.25486281,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1940,830,8.5091610197
13.028052698,0.6931471806,1,1.5,0,0,2,0,1,0,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1925,1450,8.229511119
13.081541383,0.6931471806,1,1,0,2,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1918,1390,8.0261701949
14.690979295,1.3862943611,2.5,1,1,4,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,2000,3120,9.8437906253
12.10625231,0.6931471806,1.5,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1954,1150,7.8501035452
12.429216197,1.3862943611,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1976,2010,8.9424609268
12.46843691,1.0986122887,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1978,1750,8.8830855244
13.028052698,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2001,3060,8.7898123862
12.764258841,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1953,1620,8.7532134805
12.40901349,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1987,1630,8.7730749513
13.292106152,0.6931471806,2,1.5,0,2,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1928,1420,8.8270280685
12.860998613,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1955,1910,8.9385316487
12.660327918,1.0986122887,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1974,1550,9.2733151711
13.171153542,1.0986122887,2.25,2,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,1979,2380,10.417807066
12.820987978,0,0.75,1,1,4,5,0,0,0,0,1,5,25,125,0,1,0,0,0,0,0,0,0,0,0,0,1936,1230,9.5657044571
12.515393893,1.0986122887,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1979,2070,9.0179684793
14.880221295,1.3862943611,3.25,1.5,0,2,3,0,0,1,0,0,11,121,1331,0,0,0,0,0,0,0,1,0,0,1,1,1982,3890,9.9064830615
12.985397522,0.6931471806,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1939,1440,8.9266503208
12.371587084,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1961,1320,8.9384004065
12.709873654,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,1,1954,1440,7.7075121946
13.017002862,1.0986122887,2,1,0,0,5,0,0,0,0,1,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1960,1660,9.2619836051
12.911642346,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1908,2020,8.6995147482
12.627739133,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1969,1720,9.3136187214
12.706847933,1.0986122887,3,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1988,2570,9.4955193142
12.821258285,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1992,2410,8.9996193407
12.911642346,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1980,1670,8.898365607
12.873899454,1.3862943611,2.5,2,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1968,2410,9.6327281473
13.270783383,1.3862943611,3,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1986,2320,9.306014122
13.217673557,1.0986122887,2,2,0,3,5,0,0,0,0,1,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1929,2390,8.3347116218
12.909170157,1.0986122887,1.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1963,2140,8.6290922839
14.940440155,1.3862943611,5,1,1,4,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,2002,4550,9.8785799168
12.721885811,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1998,2510,8.9749977132
12.248332007,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2006,2370,8.4316353031
12.660327918,1.0986122887,2.25,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1964,1460,9.224144653
13.217673557,1.3862943611,2.75,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1965,1800,9.0209942002
13.218945475,0.6931471806,1,1.5,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1908,1460,8.5171931914
13.633988681,1.3862943611,2.5,1.5,0,2,5,0,0,0,0,1,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1928,2440,8.6569551338
14.682611046,1.6094379124,2.5,2,0,4,5,0,0,0,0,1,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,1921,2880,8.5941542326
12.873902018,1.0986122887,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1988,2350,10.959540227
13.214030566,0.6931471806,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1916,1570,8.2594581953
13.616937661,1.6094379124,2.75,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2013,1560,9.0340804066
13.161584091,1.0986122887,2.25,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1984,2660,9.7957909771
12.345834588,1.0986122887,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2003,1520,9.1609400217
12.388394202,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1969,1510,9.185330209
12.354492651,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,1,1,1922,1820,8.9173106932
12.135516052,1.0986122887,1,1,0,0,2,0,1,0,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1952,1150,8.9359035263
13.579788224,1.0986122887,2.25,1,0,0,4,0,0,0,1,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1977,2500,9.210740292
12.594730635,1.0986122887,2,1,0,2,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1991,1910,9.2543572574
13.369223455,0.6931471806,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1924,1710,8.5171931914
13.753635154,1.3862943611,2,2,0,0,5,0,0,0,0,1,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1968,2770,9.1616752
12.46843691,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2003,1800,8.6816901633
13.235513475,1.0986122887,2.75,1,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,2004,2580,9.3097331159
